47.567093,13.630821,Salzburg
37.483155,13.988097,San Cataldo
24.660278,-107.568889,San Francisco
-23.550520,-46.633309,Sao Paulo
57.543890,12.440330,Satila
47.5992959,-122.3288811,Seattle
1.352083,103.819836,Singapore
51.059330,3.750990,Sint-Amandsberg
59.266667,18.116667,karpnack
42.697839,23.321670,Sofia
51.752725,-0.339436,St Albans
27.773056,-82.640000,St Petersburg
-33.923119,18.865219,Stellenbosch
59.3307611,18.0613098,Stockholm
53.483333,26.733333,Stolbsty
48.7763496,9.1829087,Stuttgart
46.136922,-60.1917192,Sydney
34.149485,-118.550616,Tarzana
32.066158,34.777819,Tel aviv
41.296373,13.233266,Terracina
40.639350,22.944606,Thessalonki
45.0709201,7.6859719,Torino
43.6529206,-79.3849008,Toronto
43.6044622,1.4442469,Toulouse
45.666901,12.243039,Treviso
45.649535,13.777972,Trieste
52.0959423,5.1104136,Utrecht
45.438356,10.991658,Verone
48.208174,16.373819,Vienna
48.792001,2.398510,Vitry sur Seine
39.097283,-93.617172,Walnut
42.493000,-83.028197,Warren
51.453537,-0.212087,West Hill (usa)
48.208174,16.373819,Wien
48.616449,8.780074,Wildberg-sulz
51.168310,4.394287,Wilrijk
49.917143,23.033333,Zagreb
45.365810,20.403580,Zrenjanii
53.112002,5.395137,Zurich
